,id,name,description,employer.name
0,55586729,Клиентский менеджер прямых продаж,"<p> </p> <p>Сбер — это более 60 компаний экосистемы, 14 тысяч подразделений и один из лучших работодателей страны по версии hh.</p> <p>Мы ищем менеджера по продвижению сервисов Сбера.</p> <p><strong>Эта работа тебе подойдет, если:</strong></p> <ul> <li>любишь общаться с людьми, хочешь учиться и развиваться;</li> <li>для тебя важен статус компании-работодателя;</li> <li>тебя привлекает работа разъездного характера.</li> </ul> <p><strong>Тебе предстоит:</strong></p> <ul> <li>выезжать к клиентам на индивидуальные консультации;</li> <li>проводить презентации сервисов Сбера на территории компаний-партнеров;</li> <li>продвигать сервисы Сбера и помогать с их оформлением.</li> </ul> <p><strong>Сбер подготовил для тебя:</strong></p> <ul> <li>официальное оформление с первого дня;</li> <li>ипотеку выгоднее на 4% для каждого сотрудника;</li> <li>льготные условия кредитования;</li> <li>мобильную связь, корпоративный ipad и затраты на транспорт за счет компании;</li> <li>теплую базу клиентов;</li> <li>ДМС с первого дня и льготное страхование для близких;</li> <li>бесплатную подписку СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Ситимобил, Сбер Еаптека и другие;</li> <li>корпоративную пенсионную программу;</li> <li>обучение за счет компании: онлайн курсы в Виртуальной школе Сбера, возможность получить новую квалификаци;</li> <li>курсы для будущих родителей, материальную поддержку молодых мам, детский отдых и подарки за счет компании;</li> <li>реферальную программу для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей;</li> <li>стабильный оклад и премии по итогам работы;</li> <li>корпоративный спортзал и скидки в спортзалы-партнеры (если есть на территории).</li> </ul> <p> </p>",Сбербанк
0,55411603,"Старший менеджер по обслуживанию, п.Ульт-Ягун","<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Мы ищем старших менеджеров по обслуживанию клиентов Сбера. Это специалисты, которые проводят операции клиентов отделения банка.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>хочешь стать экспертом в банковской сфере</li> <li>доброжелателен и готов помогать клиентам</li> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>владеешь программами Microsoft Office, Outlook</li> <li>готов к работе, предполагающей ежедневное проведение однотипных операций.</li> </ul> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>осуществлять операции по обслуживанию клиентов</li> <li>проводить кассовые операции: прием, выдача, обмен денег</li> <li>предлагать продукты и сервисы Сбера</li> <li>консультировать клиентов по возникающим вопросам.</li> </ul> <p> </p> <p> </p> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>корпоративное обучение за счет компании</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p> </p> <p>Присоединяйся к команде старших менеджеров по обслуживанию Сбера!</p> <p> </p>",Сбербанк
0,55220196,Java разработчик,"<p>Мы приглашаем тебя в команду для решения амбициозной задачи – развитие платформы по автоматизации процессов работы с проблемной задолженностью физических лиц, малого и микробизнеса.</p> <p>Мы создаем продукт с очень важной социальной миссией – помочь людям сделать лучший выбор в сложных финансовых ситуациях.</p> <p>Наш продукт представляет собой CRM систему и сосредотачивает разные данные о клиенте, проводит анализ, подсказывает что делать, выполняет рутинные операции. Воплощен в двух версиях – веб и мобильном приложении.</p> <p>В планах переход на новую микросервисную платформу, реализация интеграционных задач с внутренними и внешними системами, использование моделей AI, совершенствование существующего функционала. В 2022 году мы будем реализовывать отдельный сервис обеспечивающий поставку недостающих данных по клиентам, на базе которых будем развивать принятие решение системой и стратегию работы с клиентом.</p> <p>У нас сформирована полноценная full-stack команда: владелец продукта, системный аналитик, разработчик и тестировщик. Работаем по гибкой методологии Scrum (Agile). Мы сами взаимодействуем с заказчиками, сами проектируем, разрабатываем, тестируем наши фичи и получаем обратную связь от пользователей. Мы постоянно стремимся делать нашу команду сильнее, приобретая новые навыки и компетенции. У нас нет многоэтажной иерархии и случайных людей. В команде развиты открытые и доверительные отношения.</p> <p> </p> <p><strong>Обязанности</strong>:<br />- Ищем разработчика, который:</p> <p>- знает методологии и архитектурные принципы, обладает пониманием цикла разработки ПО;</p> <p>- хорошо знает core Java и SQL;</p> <p>- имеет опыт работы с фреймворками Spring/Spring Boot;</p> <p>- знаком с ORM (Hibernate, MyBatis);</p> <p>- умеет писать модульные и интеграционные тесты (JUnit, Mockito, AssertJ);</p> <p>- умеет работать с системами контроля версий (Git).</p> <p> </p> <p><strong>Требования</strong>:</p> <p>- Хорошо знает core Java и SQL;</p> <p>- Имеет опыт работы с фреймворками Spring/Spring Boot;</p> <p>- Знаком с ORM (Hibernate, MyBatis);</p> <p>- Умеет писать модульные и интеграционные тесты (JUnit, Mockito, AssertJ);</p> <p>- Умеет работать с системами контроля версий (Git).</p> <p> </p> <p><strong>Плюсами будут:</strong></p> <p>- Знакомство со Spring Integration;</p> <p>- Знание инструментов CI/CD (Bitbucket, Jenkins);</p> <p>- Опыт работы с СУБД Oracle.</p>",Сбербанк
0,55426860,Главный инженер по разработке (Тестировщик ППРБ.РВА),"<ul> <li>Оценивать трудоёмкость написания тестовых сценариев и тестирования</li> <li>Анализировать требования, декомпозировать задачи бэклога и прорабатывать тест-кейсы</li> <li>Тестировать программное обеспечение</li> <li>Работать с дефектами: анализировать, локализовывать, регистрировать, проверять устранение</li> <li>Выстраивать процесс тестирования на проекте</li> <li>Осуществлять координацию группы тестировщиков (2 человека)</li> <li>Участвовать в распределении и приоритизации задач</li> </ul> <ul> <li>Опыт работы тестировщиком от 3 лет (проведение различных типов тестирования, создание тестовых сценариев, локализация и документирование дефектов)</li> <li>Глубокие знания процессов тестирования</li> <li>Знание основ теории тестирования и умение применять техники тест-дизайна</li> <li>Опыт создания тестовой модели с нуля</li> <li>Понимание технологий и принципов работы приложений (клиент-серверная архитектура, REST-сервисы, GET- и POST-запросы)</li> <li>Опыт работы с JSON, XML, XSD</li> <li>Знание особенностей тестирования приложений на разных платформах</li> <li>Внимательность, аккуратность, терпеливость, ответственность, аналитический склад ума</li> <li>Опыт лидирования команды тестировщиков</li> <li>Гибкость в работе, умение быстро подстраиваться под текущую ситуацию, грамотность, проактивный подход к решению задач</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Опыт нефункционального тестирования приложений</li> <li>Опыт работы в банковской сфере</li> <li>Знание ЯП</li> </ul> <ul> <li>Официальное трудоустройство согласно ТК РФ</li> <li>Возможность обучения за счет компании</li> <li>Страхование (от несчастных случаев, ДМС)</li> <li>Оздоровительные программы для детей сотрудников</li> <li>Дисконт-программы от компаний партнеров (фитнес, страхование, туризм)</li> <li>Льготное кредитование</li> <li>Столовые, бесплатный тренажерный зал на территории офиса</li> <li>Возможен удалённый и смешанный режим работы</li> </ul>",Сбербанк
0,49222386,Старший менеджер по обслуживанию (с.Хоботово),"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p> </p> <p>Старшие менеджеры по обслуживанию в Сбере – это специалисты, которые проводят операции клиентов отделения в кассе.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>хочешь стать экспертом в банковской сфере</li> <li>доброжелателен и готов помогать клиентам</li> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>владеешь программами Microsoft Office, Outlook</li> <li>готов к работе, предполагающей ежедневное проведение однотипных операций.</li> </ul> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>работать с клиентами в отделении</li> <li>проводить кассовые операции: прием, выдача, обмен денег.</li> </ul> <p> </p> <p> </p> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>стабильный оклад и премии по результатам работы</li> <li>регулярное обучение за счет компании и возможность карьерного роста</li> <li>ипотека выгоднее на 4% для каждого сотрудника</li> <li>льготные условия кредитования</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Ситимобил, Сбер Еаптека и других</li> <li>реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей</li> <li>корпоративная пенсионная программа.</li> </ul> <p> </p> <p>Присоединяйся к команде старших менеджеров по обслуживанию Сбера!</p>",Сбербанк
0,53930855,Java разработчик,"<p>SberData – департамент по управлению данными всего Сбербанка. SberData строит централизованное хранилище данных, объем которого уже превышает 10 ПБ. Это продуктово-ориентированная инженерная команда с функциями развития выделенных технологических направлений, отражающих новый подход Сбербанка к данным и к применению AI. Руководители Департамента – высококвалифицированные эксперты, участники Apache Foundation, обладающие уникальными знаниями в разработке кода и современном технологическом стеке (Hadoop, Teradata, Oracle и многое другое). Благодаря нашему размеру, нашим объемам данных, сложности финансовых процессов, проблемы, с которыми мы сталкиваемся, заставляют нас все время быть на передовой современных технологий, а также создавать их.</p> <p>Проект: FastGraph - российская in-memory графовая БД, предоставляющая клиентам удобный, быстрый, безопасный инструмент для анализа взаимосвязей, потоков товаров, информации и других графовых данных.</p> <p>FastGraph – продукт Сбера (собственная разработка) для работы с большими графами, предоставляющий возможность решать задачи по анализу и обходу графа, разрабатывать и применять графовые модели, встраивать в собственные приложения.</p> <p>Ключевыми особенностями продукта являются:</p> <p>∙ скорость вычислений на графовых данных;</p> <p>∙ надежность и бесперебойность работы сервиса;</p> <p>∙ оптимизация решения для работы со сверхбольшими графами.</p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>разработка ядра графовой базы данных;</li> <li>улучшение производительности, отказоустойчивости продукта;</li> <li>R&amp;D в этих областях.</li> </ul> <p><strong>От тебя ждём:</strong></p> <ul> <li>знание и опыт разработки на Java/Scala;</li> <li>опыт разработки высоконагруженных приложений, приложений для работы с данными, знание SRE;</li> <li>знание низкоуровневых деталей реализации в различных областях (сетевой стек, архитектура процессоров, RAM, JVM);</li> <li>знание и опыт работы с Akka, Apache Spark, Spring;</li> <li>знания Linux/Unix;</li> <li>знание и опыт применения Ant/Maven;</li> <li>использование средств совместной работы – систем хранения кода (SVN/Git/…), систем работы с задачами (Jira/redmine/…), инструментария CI (Jenkins, SonarQube);</li> <li>знание принципов построения безопасных приложений, DevOps процессов и Agile (SCRUM, KANBAN).</li> </ul> <p><strong>Желательно:</strong></p> <ul> <li>знание и опыт работы с Hadoop, Hbase, Solr, Kafka;</li> <li>знание теории графов, графовых алгоритмов.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>конкурентная компенсация (оклад и премии по результатам деятельности);</li> <li>ДМС, страхование жизни;</li> <li>бесплатный фитнес-зал в БЦ;</li> <li>льготные кредиты и корпоративные скидки;</li> <li>карьерный рост в команде дружных профессионалов;</li> <li>корпоративное обучение, семинары, тренинги, конференции, библиотека;</li> <li>инновационные и амбициозные проекты и задачи;</li> <li>свободный дресс-код;</li> <li>готовы обсуждать удобный формат работы: офис, гибрид или полная удаленка.</li> </ul>",Сбербанк
0,55851066,Старший менеджер по обслуживанию (с. Исенбаево),"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Мы ищем старших менеджеров по обслуживанию клиентов Сбера. Это специалисты, которые проводят операции клиентов отделения банка.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>хочешь стать экспертом в банковской сфере</li> <li>доброжелателен и готов помогать клиентам</li> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>владеешь программами Microsoft Office, Outlook</li> <li>готов к работе, предполагающей ежедневное проведение однотипных операций.</li> </ul> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>осуществлять операции по обслуживанию клиентов</li> <li>проводить кассовые операции: прием, выдача, обмен денег</li> <li>предлагать продукты и сервисы Сбера</li> <li>консультировать клиентов по возникающим вопросам.</li> </ul> <p> </p> <p> </p> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>корпоративное обучение за счет компании</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p> </p> <p>Присоединяйся к команде старших менеджеров по обслуживанию Сбера!</p>",Сбербанк
0,54048830,Инженер по сопровождению,"<p><strong>Задачи Направления:</strong></p> <ul> <li>Организация и выполнение загрузок инкрементов данных из АС-источников.</li> <li>Организация и выполнение архивных перезагрузок данных.</li> <li>Анализ и разрешение инцидентов и проблем в части загрузки данных.</li> <li>Анализ и оптимизация использования ресурсов в части загрузки данных.</li> </ul> <p> </p> <p><strong>Обязанности кандидата:</strong></p> <ul> <li>Сопровождение хранилищ данных на платформе Hadoop;</li> <li>Организация и мониторинг загрузки данных из систем-источников;</li> <li>Планирование и проведение внедрений;</li> <li>Анализ и разбор инцидентов.</li> </ul> <p> </p> <p><strong>Технические компетенции:</strong></p> <ul> <li>Высшее техническое образование;</li> <li>Опыт работы в сопровождении;</li> <li>Базовые знания Linux и работы в консоли;</li> <li>Знание/опыт работы с SQL.</li> </ul> <p> </p> <p><strong>Плюсом будут:</strong></p> <ul> <li>Опыт работы с Hadoop (HDFS, Hive, Spark);</li> <li>Опыт администрирования RHEL;</li> <li>Знание/опыт работы по ITIL/ITSM;</li> <li>Знание/опыт программирования на одном из языков – Java, Bash, Python;</li> <li>Умение читать и писать документацию;</li> <li>Опыт работы с системами мониторинга (Zabbix);</li> <li>Опыт работы с нагруженными сервисами;</li> <li>Технический английский.</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <ul> <li>трудоустройство согласно ТК РФ;</li> <li>полный социальный пакет + корпоративный пакет;</li> <li>годовое премирование;</li> <li>возможность карьерного и профессионального развития.</li> </ul>",Сбербанк
0,55034080,Руководитель направления аналитики (DWH),"<p>Ищем тимлида по аналитике в команду, работающую над построением хранилища данных (DWH) на базе технологии Hadoop. Создаваемое хранилище – ключевой элемент тракта, предназначенного для решения задачи по централизации функции формирования обязательной отчетности.</p> <p>Создание DWH – амбициозная задача особенно с учетом количества ежедневных операций и генерируемых в Банке данных. Участие в проекте – возможность получить уникальный опыт проектирования и разработки подобных решений на рынке РФ.</p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Выявление и формализация требований по финансово-статистической отчетности Банка</p> </li> <li> <p>Проектирование структур хранилища данных и ETL-потоков (проектирование физической и логической модели)</p> </li> <li> <p>Разработка требований к интеграции с сервисами контроля качества данных, мониторинга, нормативно-справочной информации, сертификации и корректировки данных</p> </li> <li> <p>Исследование и анализ систем источников Банка на предмет наличия требуемых данных</p> </li> <li> <p>Написание тестовых сценариев и проведение тестирования разработанного функционала на всех средах (разработки, модульное тестирование, ПСИ, ОЭ)</p> </li> <li> <p>Участие в приемо-сдаточных испытаниях прикладного ПО, передающегося в промышленную эксплуатацию</p> </li> <li> <p>Составление и актуализация базы знаний по разрабатываемому продукту по типичным проблемам и способам их решения</p> </li> <li> <p>Подготовка материалов и участие в процессах внутреннего обучения и передачи экспертизы</p> </li> </ul> <strong>Требования:</strong> <ul> <li> <p>Высшее техническое образование</p> </li> <li> <p>Опыт работы системным аналитиком от 2x лет (выявление и подготовки бизнес/функциональных требований)</p> </li> <li> <p>Опыт составления технических заданий для разработчиков</p> </li> <li> <p>Понимание общей архитектуры хранилищ данных</p> </li> <li> <p>Опыт работы с ведущими СУБД (Oracle, Hadoop)</p> </li> <li> <p>Знание SQL на уровне написания сложных запросов</p> </li> <li> <p>Знание методологий функционального, информационного и процессного моделирования в нотациях BPMN, UML</p> </li> <li> <p>Знание основных бизнес-процессов финансовых организаций</p> </li> <li> <p>Опыт командной работы с использованием Confluence, Jira</p> </li> <li> <p>Аналитический склад ума, структурированность изложения мыслей</p> </li> <li> <p>Коммуникабельность, стрессоустойчивость</p> </li> <li> <p>Опыт управления командой аналитиков от 2х лет</p> </li> </ul> <strong>Условия:</strong> <ul> <li> <p>График работы: 5/2</p> </li> <li> <p>Трудоустройство согласно ТК РФ</p> </li> <li> <p>Годовое премирование</p> </li> <li> <p>Страхование (от несчастных случаев, ДМС)</p> </li> <li> <p>Возможность карьерного и профессионального роста (обучение за счет компании)</p> </li> <li> <p>Выплаты материальной помощи в особых/чрезвычайных случаях</p> </li> <li> <p>Бесплатный тренажерный зал на территории офиса</p> </li> <li> <p>Столовая на территории офиса</p> </li> <li> <p>Офис: ул. Вавилова, д. 19. (МЦК Площадь Гагарина, м. Ленинский проспект)</p> </li> </ul>",Сбербанк
0,66126513,Территориальный менеджер направления досудебное взыскание,"<p><strong>Обязанности</strong></p> <ul> <li>организация и координация работы подразделений ОДВЗ Головных отделений банка;</li> <li>работа с руководителями ОДВЗ отделений, создание эффективных коллективов ГОСБ;</li> <li>регулярные командировки в ГОСБ с целью повышения доли эффективных сотрудников, уровня выполнения планов ГОСБ;</li> <li>проведение мероприятий регулярного менеджмента, выявление отклонений от стандартов работы, минимизация подобных отклонений;</li> <li>подготовка и сведение материалов по запросам Центрального аппарата</li> <li>подготовка презентационных материалов уровня территориального банка</li> <li>взаимодействие с кросс-функциональными подразделениями ТБ (РБ, СФД, КБ и др).</li> </ul> <p><strong>Требования</strong></p> <ul> <li>опыт работы в направлении по взысканию задолженности более 1 года в руководящих должностях;</li> <li>знание законодательства в области работы с проблемной задолженностью .</li> </ul> <p><strong>Условия</strong></p> <ul> <li>работа в крупнейшем банке России;</li> <li>трудоустройство согласно ТК РФ;</li> <li>регулярное корпоративное обучение;</li> <li>ДМС, страхование от несчастных случаев и тяжелых заболеваний;</li> <li>материальная помощь и социальная поддержка, корпоративная пенсионная программа;</li> <li>льготные условия кредитования;</li> <li>яркая и насыщенная корпоративная жизнь;</li> </ul>",Сбербанк
0,55420009,Старший менеджер по обслуживанию (с.Ленинск),"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p> </p> <p>Старшие менеджеры по обслуживанию в Сбере – это специалисты, которые проводят операции клиентов отделения в кассе.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>хочешь стать экспертом в банковской сфере</li> <li>доброжелателен и готов помогать клиентам</li> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>владеешь программами Microsoft Office, Outlook</li> <li>готов к работе, предполагающей ежедневное проведение однотипных операций.</li> </ul> <p><strong>Тебе предстоит:</strong></p> <ul> <li>работать с клиентами в отделении</li> <li>проводить кассовые операции: прием, выдача, обмен денег.</li> </ul> <p><strong>Работа в Сбере – это:</strong></p> <ul> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>стабильный оклад и премии по результатам работы</li> <li>регулярное обучение за счет компании и возможность карьерного роста</li> <li>ипотека выгоднее на 4% для каждого сотрудника</li> <li>льготные условия кредитования</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Ситимобил, Сбер Еаптека и других</li> <li>реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей</li> <li>корпоративная пенсионная программа.</li> </ul> <p>Присоединяйся к команде старших менеджеров по обслуживанию Сбера!</p>",Сбербанк
0,55883442,Ведущий специалист судебного и исполнительного производства,"<p><strong>Обязанности</strong></p> <ul> <li>Взыскание просроченной задолженности с физических лиц на судебной стадии и стадии исполнительного производства</li> <li>Осуществление выездов к клиентам, проведение переговоров с должниками</li> <li>Проведение телефонных переговоров с должниками</li> <li>Контроль погашения просроченной задолженности</li> <li>Представление интересов Банка по вопросам погашения просроченной задолженности в органах власти</li> </ul> <p><strong>Требования</strong></p> <ul> <li>Специалист со средним специальным, неоконченным высшим или высшим образованием</li> <li>Опыт работы по взысканию задолженности на этапе исполнительного производства от 1 года</li> <li>Успешный опыт проведения переговоров, развитые коммуникативные навыки</li> <li>Умение работать в режиме многозадачности</li> <li>Готовность к работе разъездного характера</li> </ul> <p><strong>Условия</strong></p> <ul> <li>Оформление согласно Трудовому кодексу</li> <li>Зарплата плюс премии по итогам работы</li> <li>График работы 9-18 пн-пт</li> <li>ДМС для сотрудников и льготная медицинская страховка для близких</li> <li>Регулярное корпоративное обучение</li> <li>Скидки на продукты банка и экосистемы</li> </ul>",Сбербанк
0,54894674,"Senior Java developer (SberMomentum), г. Москва","<p>Мы развиваем платформу Экосистемы – SberMomentum, в части разработки Корпоративной Аналитической Платформы, это высоконагруженная многоканальная микросервисная система, работающая на мощностях SberCloud. Наши распределенные команды проектируют и разрабатывают компоненты платформы, используя опыт предыдущих проектов и разрабатывая совершенно новые решения. Для вас – это шанс получить уникальный опыт и возможность технологического и карьерного развития в нашем дружном коллективе.</p> <p><strong>Обязанности:</strong></p> <p>· Написание кода (Java);</p> <p>· Проведение code-review;</p> <p>· Участие в командных церемониях: планирование backlog, демо, ретро и т. д.;</p> <p>· Участие в процессах построения CI, CD, НТ, внедрения;</p> <p>· Проведение оценки трудоемкости задач;</p> <p>· Декомпозиция задач;</p> <p>· Ведение артефактов разработки в стеке Atlassian (Jira, Bitbucket, Confluence);</p> <p>· Лидерство в команде.</p> <p><strong>Требования:</strong></p> <p>· Опыт разработки на Java 8+ не менее трех лет;</p> <p>· Практический опыт использования Spring (Boot, Cloud, Integration, AOP, Data, Security), Hibernate). Опыт использования Java EE (WebSphere, WildFly) приветствуется;</p> <p>· Уверенное знание принципов интеграции и опыт разработки коннекторов SOAP, JSON, JMS;</p> <p>· Работа со Swagger;</p> <p>· Знание фреймворков тестирования: JUnit, TestNG;</p> <p>· Уверенное знание шаблонов проектирования;</p> <p>· Опыт работы с брокерами сообщений: IBM MQ, ActiveMQ, RabbitMQ;</p> <p>· Опыт работы с СУБД Oracle, PostgreSQL (наличие сертификатов или хорошего практического опыта). Использование Liquibase. Опыт работы с Redis;</p> <p>· Опыт в разработке высоконагруженных систем. Понимание принципов и техник масштабирования приложений в инфраструктуре контейнеризации (Openshift);</p> <p>· Системы сборки и контроля версий: maven, git;</p> <p>· Лидерские качества приветствуются!</p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Интересные задачи по продуктам, влияющим одновременно на всю Экосистему: мы пишем продукты с 0, а значит никакого legacy и свобода творчества;</li> <li>Команда специалистов из топовых ИТ компаний;</li> <li>Регулярное обучение и профильные конференции, современное оборудование для работы;</li> <li>Уровень дохода который готовы обсуждать и отталкиваться от ваших пожеланий, плюс премии;</li> <li>Комфортный офис и гибкий график;</li> <li>ДМС с первого рабочего дня;</li> <li>Субсидирование ипотеки сотрудников 4% от рыночной ставки;</li> <li>Множество плюшек от Сбера.</li> </ul> <p><strong>Вниманию кандидатов:</strong></p> <ul> <li>Кандидатам необходимо предоставить ссылки на проекты в github, либо прислать код в виде архива.</li> <li>Интервью проводится в онлайн-формате, нужно будет продемонстрировать способность онлайн-кодирования на примере решения небольших задач. Возможны задания на реализацию арх. решений в виде создания небольших схем.</li> </ul>",Сбербанк
0,55583567,Python-разработчик с функционалом DE (Рекомендательная платформа),"<p>SberDevices — уникальное IT-пространство внутри Сбера. Мы занимаемся разработкой голосовых продуктов, умных устройств, виртуальных персонажей. Например, мы разработали устройства SberBox и SberPortal, семейство виртуальных ассистентов Салют и другое.</p> <p>Платформенная команда Smart PRM (SmartReccomedation Management Platform) в поиске Middle+ Python Developer с функционалом DE.</p> <p>Smart RMP – команда, кроссфункционально решающая задачи создания рекомендаций для всех команд внутри SberDevices, включая экосистему Сбера для всех поверхностей девайсов (SberPortal, СберТВ, SberBox, СалютАпп и другие поверхности, включая те, что будут появляться в дальнейшем). В нашу команду входят разработчики самой платформы рекомендаций, отвечающие за маршрутизацию данных и моделей между поверхностями девайсов и коммуникации с другими командами и Data Scientist, часть из которых сфокусирована на RnD, часть на поддержке и развитии существующих решений. Мы работаем совместно с DS командами коллег из продуктов экосистемы и с другими DS подразделениями Сбера&amp;</p> <p><strong>Задачи:</strong></p> <ul> <li>Разработка, оптимизация и сопровождение кода внедрения ML моделей в промышленную среду</li> <li>Получение данных из Kafka или Rest API</li> <li>Участие в проектировании архитектуры ML решений по отказоустойчивости, производительности и поддерживаемости микросервисов.</li> <li>Разработка API для интеграции с внутренними и внешними сервисами SberDevices</li> <li>Поддержка инженерной культуры на высоком уровне (Unit/Integration тесты, CodeReview, мониторинг, логгирование событий)</li> <li>Работа в команде платформы рекомендательных систем с DS разработчиками и командами сервисов-заказчиков рекомендаций.</li> </ul> <p><strong>Мы ожидаем, что у вас:</strong></p> <ul> <li>Есть коммерческий опыт разработки Python 3 (async, SQL alchemy), SQL, Docker от 2-х лет</li> </ul> <p><strong>Будет плюсом: </strong>опыт работы с<strong> </strong>Python (aiohttp, uvicorn, torch), Spark, Kafka, Hadoop, HDFS, AirFlow, OpenShift, Kubernetes</p> <p><strong>Почему вам понравится работать с нами?</strong></p> <ul> <li>Дружная профессиональная команда – помогаем друг другу и словом, и делом</li> <li>Интересные задачи, возможность увидеть результаты своей работы внедрёнными в продукт; возможность участия на внутренних и внешних IT-конференциях</li> <li>В вашем распоряжении все необходимые инструменты, мощное оборудование</li> <li>Знаменитый офис на Кутузовском проспекте с парковкой и спортзалом, массажными креслами, возможность выбора формата работы (офис, удалёнка или гибрид)</li> <li>Расширенная программа ДМС (возможность подключения родственников), страхование жизни, специальные условия по кредитам/ипотеке, скидки от компаний-партнёров</li> <li>Атмосфера стартапа и надёжность гиганта</li> </ul> <p> </p>",Сбербанк
